"","term","Total"
"16005","wildly",0
"16006","wildwood",0
"16007","wilkinson",0
"16008","willamette",0
"16009","willingness",0
"16010","wilsons",0
"16011","wilsonville",0
"16012","winding",0
"16013","windsor",0
"16014","winemaker",0
"16015","wineries",0
"16016","winfrey",0
"16017","wires",0
"16018","withdraw",0
"16019","withdrawn",0
"16020","withdrew",0
"16021","withheld",0
"16022","withstand",0
"16023","witnesses",0
"16024","woes",0
"16025","wolfe",0
"16026","wolverines",0
"16027","wong",0
"16028","woodbridge",0
"16029","wooded",0
"16030","woodland",0
"16031","woodson",0
"16032","woodward",0
"16033","workingclass",0
"16034","worldclass",0
"16035","wouldbe",0
"16036","wound",0
"16037","wounded",0
"16038","wreckage",0
"16039","wrestler",0
"16040","wrongdoing",0
"16041","wyatt",0
"16042","wyden",0
"16043","wyoming",0
"16044","xray",0
"16045","yahoos",0
"16046","yates",0
"16047","yearlong",0
"16048","yearly",0
"16049","yearolds",0
"16050","yearround",0
"16051","yemen",0
"16052","yen",0
"16053","yield",0
"16054","yielded",0
"16055","yields",0
"16056","yorkbased",0
"16057","yorks",0
"16058","yosemite",0
"16059","yost",0
"16060","youngs",0
"16061","youngsters",0
"16062","youngstown",0
"16063","youthful",0
"16064","youths",0
"16065","zealand",0
"16066","zest",0
"16067","zimmermans",0
"16068","zinfandel",0
"16069","zoning",0
"16070","zucchini",0
"16071","zumwalt",0
"16072","aback",0
"16073","abandoning",0
"16074","abandonment",0
"16075","abducted",0
"16076","abdul",0
"16077","abide",0
"16078","abiding",0
"16079","abigail",0
"16080","abnormal",0
"16081","abode",0
"16082","aboriginal",0
"16083","abound",0
"16084","abrupt",0
"16085","absorbing",0
"16086","absurdity",0
"16087","abu",0
"16088","abundant",0
"16089","abv",0
"16090","abyss",0
"16091","accessed",0
"16092","accessing",0
"16093","accessory",0
"16094","acclaim",0
"16095","accommodation",0
"16096","accompaniment",0
"16097","accomplishing",0
"16098","accordance",0
"16099","accumulate",0
"16100","accumulated",0
"16101","accumulation",0
"16102","aches",0
"16103","aching",0
"16104","acidic",0
"16105","acids",0
"16106","acknowledgement",0
"16107","acne",0
"16108","acquaintance",0
"16109","acquaintances",0
"16110","acquainted",0
"16111","acrylic",0
"16112","activate",0
"16113","actresses",0
"16114","actuality",0
"16115","ada",0
"16116","adamant",0
"16117","adapting",0
"16118","addictions",0
"16119","addison",0
"16120","adhere",0
"16121","adhered",0
"16122","adhesive",0
"16123","adjective",0
"16124","admirable",0
"16125","admiration",0
"16126","admiring",0
"16127","ado",0
"16128","adolescence",0
"16129","adolescent",0
"16130","adoptive",0
"16131","adoration",0
"16132","adored",0
"16133","adores",0
"16134","adorned",0
"16135","adultery",0
"16136","adulthood",0
"16137","advancement",0
"16138","advent",0
"16139","adversary",0
"16140","adverse",0
"16141","advertisement",0
"16142","advertisements",0
"16143","advising",0
"16144","aero",0
"16145","aesthetics",0
"16146","afar",0
"16147","affectionate",0
"16148","affinity",0
"16149","affirmation",0
"16150","affirmative",0
"16151","affirmed",0
"16152","afforded",0
"16153","aforementioned",0
"16154","africans",0
"16155","africas",0
"16156","afrikaans",0
"16157","afrikaner",0
"16158","afrikaners",0
"16159","afterlife",0
"16160","aftertaste",0
"16161","agendas",0
"16162","aggression",0
"16163","agony",0
"16164","ahhh",0
"16165","aires",0
"16166","airtight",0
"16167","airy",0
"16168","aisles",0
"16169","alarmed",0
"16170","alberta",0
"16171","alcoholics",0
"16172","alcoholism",0
"16173","ales",0
"16174","alexandra",0
"16175","align",0
"16176","aligned",0
"16177","alignment",0
"16178","alison",0
"16179","allah",0
"16180","allegiance",0
"16181","alleviate",0
"16182","allie",0
"16183","alligator",0
"16184","allocated",0
"16185","allotment",0
"16186","allowance",0
"16187","allpurpose",0
"16188","allure",0
"16189","alluring",0
"16190","alqaradhawi",0
"16191","altar",0
"16192","alterations",0
"16193","altering",0
"16194","alternately",0
"16195","alternating",0
"16196","alternatively",0
"16197","amazement",0
"16198","amazonca",0
"16199","amazoncouk",0
"16200","amazonde",0
"16201","amazones",0
"16202","amazonfr",0
"16203","amazonit",0
"16204","ambient",0
"16205","ambiguity",0
"16206","ambiguous",0
"16207","amelia",0
"16208","amidst",0
"16209","amplified",0
"16210","amuse",0
"16211","amys",0
"16212","analytical",0
"16213","anarchy",0
"16214","anc",0
"16215","ancestors",0
"16216","anecdotes",0
"16217","anew",0
"16218","ang",0
"16219","angelic",0
"16220","anglican",0
"16221","angrily",0
"16222","angst",0
"16223","anguish",0
"16224","ankles",0
"16225","annoyance",0
"16226","anothers",0
"16227","anthology",0
"16228","anthropology",0
"16229","antics",0
"16230","antioxidants",0
"16231","antisemitism",0
"16232","anwaar",0
"16233","anwar",0
"16234","anxiously",0
"16235","anyhoo",0
"16236","anyhow",0
"16237","apartheid",0
"16238","apathy",0
"16239","aperture",0
"16240","apes",0
"16241","apologise",0
"16242","apologizing",0
"16243","apostle",0
"16244","apostles",0
"16245","appalled",0
"16246","appalling",0
"16247","apparatus",0
"16248","applicable",0
"16249","applicant",0
"16250","applique",0
"16251","appreciating",0
"16252","appreciative",0
"16253","approx",0
"16254","apricot",0
"16255","apron",0
"16256","aptly",0
"16257","aqua",0
"16258","arabic",0
"16259","arabs",0
"16260","arbitrary",0
"16261","arches",0
"16262","arises",0
"16263","arising",0
"16264","armies",0
"16265","armour",0
"16266","aromatic",0
"16267","arranging",0
"16268","arrivals",0
"16269","arrogance",0
"16270","arrows",0
"16271","arse",0
"16272","ascended",0
"16273","ascension",0
"16274","asians",0
"16275","aspergers",0
"16276","assassin",0
"16277","assembling",0
"16278","assert",0
"16279","assign",0
"16280","assorted",0
"16281","assurance",0
"16282","astonishing",0
"16283","astounding",0
"16284","astray",0
"16285","astrology",0
"16286","astronomy",0
"16287","atheism",0
"16288","atheist",0
"16289","atheists",0
"16290","atmospheric",0
"16291","atrocities",0
"16292","attach",0
"16293","attaching",0
"16294","attachment",0
"16295","attain",0
"16296","attained",0
"16297","attentive",0
"16298","attest",0
"16299","attire",0
"16300","attribute",0
"16301","audacity",0
"16302","audible",0
"16303","aura",0
"16304","austen",0
"16305","australians",0
"16306","australias",0
"16307","austria",0
"16308","authoritarian",0
"16309","authoritative",0
"16310","autistic",0
"16311","autobiography",0
"16312","autonomy",0
"16313","ava",0
"16314","aversion",0
"16315","avoidance",0
"16316","awaited",0
"16317","awaken",0
"16318","awakened",0
"16319","awkwardly",0
"16320","awoke",0
"16321","awry",0
"16322","axis",0
"16323","baba",0
"16324","babylon",0
"16325","babysitter",0
"16326","backbone",0
"16327","backseat",0
"16328","backstory",0
"16329","bahrain",0
"16330","bakers",0
"16331","ballad",0
"16332","balm",0
"16333","balsamic",0
"16334","bangkok",0
"16335","bangladesh",0
"16336","banter",0
"16337","baptism",0
"16338","baptized",0
"16339","bard",0
"16340","barren",0
"16341","batches",0
"16342","bathe",0
"16343","bathed",0
"16344","baths",0
"16345","bathtub",0
"16346","battlefield",0
"16347","bazzill",0
"16348","bead",0
"16349","beaded",0
"16350","beading",0
"16351","beasts",0
"16352","beau",0
"16353","beauties",0
"16354","bedding",0
"16355","bedside",0
"16356","beet",0
"16357","beforehand",0
"16358","begged",0
"16359","beginner",0
"16360","beginners",0
"16361","begs",0
"16362","behaved",0
"16363","behaving",0
"16364","behaviour",0
"16365","beige",0
"16366","belfast",0
"16367","believable",0
"16368","believers",0
"16369","bending",0
"16370","bengal",0
"16371","benign",0
"16372","benny",0
"16373","bersih",0
"16374","bert",0
"16375","bestseller",0
"16376","betray",0
"16377","betrayal",0
"16378","betrayed",0
"16379","betsy",0
"16380","bibles",0
"16381","bigotry",0
"16382","biker",0
"16383","bind",0
"16384","binder",0
"16385","binge",0
"16386","birch",0
"16387","birthing",0
"16388","bitten",0
"16389","bitterly",0
"16390","bitterness",0
"16391","bitty",0
"16392","björk",0
"16393","bladder",0
"16394","blades",0
"16395","blatant",0
"16396","blatantly",0
"16397","blazing",0
"16398","bleach",0
"16399","blending",0
"16400","blight",0
"16401","blinded",0
"16402","blindly",0
"16403","blindness",0
"16404","bling",0
"16405","blinked",0
"16406","blinking",0
"16407","blissful",0
"16408","bloated",0
"16409","blogged",0
"16410","bloggy",0
"16411","blogland",0
"16412","blogosphere",0
"16413","bloke",0
"16414","blooming",0
"16415","blouse",0
"16416","blueberries",0
"16417","bluetooth",0
"16418","blur",0
"16419","blurb",0
"16420","blurred",0
"16421","bnp",0
"16422","bodice",0
"16423","bodily",0
"16424","bodys",0
"16425","boer",0
"16426","boers",0
"16427","boiler",0
"16428","boils",0
"16429","boldly",0
"16430","bollywood",0
"16431","bolt",0
"16432","bolts",0
"16433","bomber",0
"16434","bombers",0
"16435","bondage",0
"16436","boneless",0
"16437","booklet",0
"16438","bookmark",0
"16439","bookshelf",0
"16440","bookshelves",0
"16441","bookshop",0
"16442","bookstores",0
"16443","boon",0
"16444","bordering",0
"16445","borderline",0
"16446","boris",0
"16447","borne",0
"16448","bottling",0
"16449","bouncy",0
"16450","bouquet",0
"16451","bowed",0
"16452","bowel",0
"16453","bows",0
"16454","boxed",0
"16455","brace",0
"16456","brads",0
"16457","bras",0
"16458","bravery",0
"16459","breached",0
"16460","breadcrumbs",0
"16461","breadth",0
"16462","breakup",0
"16463","breastfeeding",0
"16464","breathed",0
"16465","breathless",0
"16466","breathtaking",0
"16467","bred",0
"16468","breeds",0
"16469","breivik",0
"16470","brethren",0
"16471","brewdog",0
"16472","brewpub",0
"16473","brigade",0
"16474","brightest",0
"16475","brighton",0
"16476","brilliance",0
"16477","brilliantly",0
"16478","brim",0
"16479","brisk",0
"16480","brits",0
"16481","brittle",0
"16482","brotherinlaw",0
"16483","brow",0
"16484","browse",0
"16485","bruised",0
"16486","brushed",0
"16487","brushes",0
"16488","brutality",0
"16489","brutally",0
"16490","bubbling",0
"16491","bubbly",0
"16492","buddhism",0
"16493","buddhist",0
"16494","budding",0
"16495","buffer",0
"16496","buildup",0
"16497","bulky",0
"16498","bumpy",0
"16499","bundled",0
"16500","bundt",0
"16501","burdens",0
"16502","bureaucratic",0
"16503","burgundy",0
"16504","burlap",0
"16505","burner",0
"16506","bursting",0
"16507","bursts",0
"16508","bushes",0
"16509","bustle",0
"16510","buttercream",0
"16511","buttermilk",0
"16512","butternut",0
"16513","buttery",0
"16514","cabal",0
"16515","cache",0
"16516","caesar",0
"16517","cages",0
"16518","cajun",0
"16519","calculating",0
"16520","calgary",0
"16521","calmed",0
"16522","calming",0
"16523","calmly",0
"16524","calves",0
"16525","cambodia",0
"16526","camra",0
"16527","canadas",0
"16528","canadians",0
"16529","canary",0
"16530","candied",0
"16531","candies",0
"16532","canning",0
"16533","canoe",0
"16534","canopy",0
"16535","canterbury",0
"16536","capitalist",0
"16537","capitalists",0
"16538","caption",0
"16539","captivated",0
"16540","captivating",0
"16541","captive",0
"16542","captivity",0
"16543","caravan",0
"16544","carbonation",0
"16545","cardamom",0
"16546","cardiff",0
"16547","cardigan",0
"16548","cardstock",0
"16549","carefree",0
"16550","carnage",0
"16551","carriage",0
"16552","cartridge",0
"16553","cartridges",0
"16554","carve",0
"16555","carving",0
"16556","cas",0
"16557","casing",0
"16558","cask",0
"16559","cassandra",0
"16560","casserole",0
"16561","cassette",0
"16562","cassie",0
"16563","caster",0
"16564","castles",0
"16565","casts",0
"16566","catalogue",0
"16567","catastrophe",0
"16568","cater",0
"16569","caterpillar",0
"16570","catholicism",0
"16571","cauliflower",0
"16572","cautiously",0
"16573","caveat",0
"16574","caves",0
"16575","cayenne",0
"16576","ceased",0
"16577","celestial",0
"16578","centres",0
"16579","ceramic",0
"16580","cerebral",0
"16581","cesare",0
"16582","cfr",0
"16583","chakra",0
"16584","chalkboard",0
"16585","chan",0
"16586","chandelier",0
"16587","chang",0
"16588","chants",0
"16589","chap",0
"16590","characteristic",0
"16591","charcoal",0
"16592","charisma",0
"16593","charmed",0
"16594","charms",0
"16595","chases",0
"16596","chateau",0
"16597","che",0
"16598","cheeky",0
"16599","cheerful",0
"16600","cheery",0
"16601","cheltenham",0
"16602","chemo",0
"16603","cherished",0
"16604","cherries",0
"16605","chewed",0
"16606","chiffon",0
"16607","childbirth",0
"16608","childcare",0
"16609","chilli",0
"16610","chillies",0
"16611","chimney",0
"16612","chipboard",0
"16613","chives",0
"16614","chopping",0
"16615","chord",0
"16616","chords",0
"16617","chore",0
"16618","christianity",0
"16619","christs",0
"16620","christy",0
"16621","chronological",0
"16622","chuckle",0
"16623","chuckled",0
"16624","chunky",0
"16625","churning",0
"16626","cinematic",0
"16627","cinematography",0
"16628","circled",0
"16629","circling",0
"16630","circuits",0
"16631","circular",0
"16632","circumstance",0
"16633","citadel",0
"16634","civilizations",0
"16635","civilized",0
"16636","clad",0
"16637","clapping",0
"16638","clare",0
"16639","classification",0
"16640","claw",0
"16641","claws",0
"16642","cleaners",0
"16643","cleansing",0
"16644","clenched",0
"16645","cleverly",0
"16646","cliché",0
"16647","clicks",0
"16648","cliffhanger",0
"16649","climbs",0
"16650","cline",0
"16651","cling",0
"16652","clinging",0
"16653","clive",0
"16654","cloak",0
"16655","clockwork",0
"16656","closets",0
"16657","closeup",0
"16658","clothed",0
"16659","cloths",0
"16660","clove",0
"16661","clover",0
"16662","clumsy",0
"16663","clung",0
"16664","clusters",0
"16665","clutching",0
"16666","clutter",0
"16667","cluttered",0
"16668","coarse",0
"16669","coated",0
"16670","coating",0
"16671","coffin",0
"16672","coherent",0
"16673","cohesive",0
"16674","coincidentally",0
"16675","coined",0
"16676","collage",0
"16677","collapsing",0
"16678","collateral",0
"16679","colonel",0
"16680","colonies",0
"16681","colour",0
"16682","coloured",0
"16683","colourful",0
"16684","colouring",0
"16685","colours",0
"16686","comb",0
"16687","comedic",0
"16688","comedies",0
"16689","comforted",0
"16690","comforting",0
"16691","comforts",0
"16692","comical",0
"16693","commanded",0
"16694","commandments",0
"16695","commemorate",0
"16696","commentators",0
"16697","commenters",0
"16698","commercially",0
"16699","commonplace",0
"16700","commonwealth",0
"16701","communal",0
"16702","communicated",0
"16703","communion",0
"16704","communism",0
"16705","communists",0
"16706","companions",0
"16707","comparative",0
"16708","compass",0
"16709","compatible",0
"16710","compilation",0
"16711","complementary",0
"16712","completes",0
"16713","complexities",0
"16714","compose",0
"16715","compositions",0
"16716","compost",0
"16717","comprehend",0
"16718","comprehension",0
"16719","compression",0
"16720","comprise",0
"16721","comprised",0
"16722","comprising",0
"16723","compulsive",0
"16724","compulsory",0
"16725","comrades",0
"16726","conceal",0
"16727","conceive",0
"16728","concentrating",0
"16729","conception",0
"16730","conceptual",0
"16731","concise",0
"16732","concluding",0
"16733","concoction",0
"16734","condemn",0
"16735","condemnation",0
"16736","condensed",0
"16737","conditioned",0
"16738","cones",0
"16739","confectioners",0
"16740","confederate",0
"16741","confessions",0
"16742","confidently",0
"16743","configuration",0
"16744","confines",0
"16745","confirming",0
"16746","conflicted",0
"16747","conform",0
"16748","confronting",0
"16749","congo",0
"16750","conjure",0
"16751","conquered",0
"16752","conquest",0
"16753","consciously",0
"16754","consequently",0
"16755","conservatism",0
"16756","considerations",0
"16757","consignment",0
"16758","consisted",0
"16759","consisting",0
"16760","constable",0
"16761","constituency",0
"16762","constitute",0
"16763","constitutes",0
"16764","constructing",0
"16765","constructive",0
"16766","contemplate",0
"16767","contemplated",0
"16768","contemporaries",0
"16769","contentment",0
"16770","contestant",0
"16771","contexts",0
"16772","continents",0
"16773","continual",0
"16774","continuation",0
"16775","continuity",0
"16776","continuously",0
"16777","contraction",0
"16778","contractions",0
"16779","contradiction",0
"16780","contradictions",0
"16781","contradictory",0
"16782","contrasting",0
"16783","contributes",0
"16784","conveniently",0
"16785","converse",0
"16786","conversely",0
"16787","conveyed",0
"16788","convoluted",0
"16789","cookbooks",0
"16790","cooker",0
"16791","cooled",0
"16792","copenhagen",0
"16793","copic",0
"16794","copics",0
"16795","copied",0
"16796","coping",0
"16797","copious",0
"16798","cor",0
"16799","corbett",0
"16800","cords",0
"16801","coriander",0
"16802","corinthians",0
"16803","cork",0
"16804","cornbread",0
"16805","cornstarch",0
"16806","coronation",0
"16807","corpse",0
"16808","corpses",0
"16809","correcting",0
"16810","correctness",0
"16811","correlation",0
"16812","correspond",0
"16813","correspondence",0
"16814","corresponding",0
"16815","corridors",0
"16816","corrupted",0
"16817","corset",0
"16818","cosmetic",0
"16819","cosmetics",0
"16820","cosmic",0
"16821","cosmos",0
"16822","cosy",0
"16823","coulson",0
"16824","councillor",0
"16825","councillors",0
"16826","counters",0
"16827","countryside",0
"16828","couscous",0
"16829","couture",0
"16830","covenant",0
"16831","covert",0
"16832","crackle",0
"16833","cradle",0
"16834","crafters",0
"16835","cram",0
"16836","crammed",0
"16837","cranberries",0
"16838","crate",0
"16839","crater",0
"16840","cravings",0
"16841","crawled",0
"16842","crayon",0
"16843","crayons",0
"16844","craze",0
"16845","creams",0
"16846","crease",0
"16847","creatively",0
"16848","crème",0
"16849","crepe",0
"16850","crept",0
"16851","crescent",0
"16852","cricut",0
"16853","crippled",0
"16854","criterion",0
"16855","criticisms",0
"16856","critiques",0
"16857","critter",0
"16858","critters",0
"16859","crochet",0
"16860","crocheted",0
"16861","crock",0
"16862","crockpot",0
"16863","crooked",0
"16864","cropped",0
"16865","crowns",0
"16866","crows",0
"16867","crucified",0
"16868","crumb",0
"16869","crumble",0
"16870","crumbled",0
"16871","crumbling",0
"16872","crumbly",0
"16873","crusade",0
"16874","crusty",0
"16875","crystals",0
"16876","csection",0
"16877","ctmh",0
"16878","cucumbers",0
"16879","cuddly",0
"16880","cues",0
"16881","cuff",0
"16882","culprit",0
"16883","cultivate",0
"16884","cultivated",0
"16885","culturally",0
"16886","cumin",0
"16887","cunning",0
"16888","cupboard",0
"16889","cupboards",0
"16890","curd",0
"16891","curfew",0
"16892","curiously",0
"16893","curled",0
"16894","curls",0
"16895","currents",0
"16896","curtains",0
"16897","curved",0
"16898","cushions",0
"16899","customary",0
"16900","cuteness",0
"16901","cutters",0
"16902","cuttlebug",0
"16903","cyclist",0
"16904","dab",0
"16905","dae",0
"16906","daisies",0
"16907","dal",0
"16908","damien",0
"16909","damp",0
"16910","damper",0
"16911","dandelion",0
"16912","dandy",0
"16913","dangerously",0
"16914","dangling",0
"16915","danish",0
"16916","dante",0
"16917","dap",0
"16918","darcy",0
"16919","dared",0
"16920","darkened",0
"16921","darkest",0
"16922","darts",0
"16923","darwin",0
"16924","dashed",0
"16925","dashing",0
"16926","datuk",0
"16927","davids",0
"16928","dawkins",0
"16929","dawned",0
"16930","daycare",0
"16931","dcwv",0
"16932","dearest",0
"16933","decadent",0
"16934","decay",0
"16935","deceive",0
"16936","deceived",0
"16937","decency",0
"16938","deception",0
"16939","decidedly",0
"16940","declares",0
"16941","decorate",0
"16942","decoration",0
"16943","deem",0
"16944","defence",0
"16945","defiance",0
"16946","definitions",0
"16947","defy",0
"16948","dehydrated",0
"16949","deities",0
"16950","deity",0
"16951","delhi",0
"16952","deliciously",0
"16953","delightfully",0
"16954","delights",0
"16955","delusion",0
"16956","delusional",0
"16957","delve",0
"16958","demonic",0
"16959","denmark",0
"16960","depart",0
"16961","depended",0
"16962","dependence",0
"16963","depicted",0
"16964","depicting",0
"16965","depiction",0
"16966","depicts",0
"16967","deposited",0
"16968","deprived",0
"16969","depths",0
"16970","derived",0
"16971","descend",0
"16972","descended",0
"16973","descending",0
"16974","deschutes",0
"16975","descriptive",0
"16976","deserted",0
"16977","deserts",0
"16978","desks",0
"16979","desolate",0
"16980","destroys",0
"16981","detached",0
"16982","detection",0
"16983","detour",0
"16984","detrimental",0
"16985","devastation",0
"16986","devised",0
"16987","devoid",0
"16988","devotees",0
"16989","devotion",0
"16990","devotional",0
"16991","devour",0
"16992","devoured",0
"16993","devout",0
"16994","dialog",0
"16995","diameter",0
"16996","dickens",0
"16997","dictates",0
"16998","dictatorship",0
"16999","diecut",0
"17000","differentiate",0
"17001","differing",0
"17002","differs",0
"17003","diffuser",0
"17004","digest",0
"17005","digestive",0
"17006","digi",0
"17007","digis",0
"17008","digress",0
"17009","diii",0
"17010","diligence",0
"17011","diligently",0
"17012","dimensional",0
"17013","dimensions",0
"17014","diminish",0
"17015","dips",0
"17016","directive",0
"17017","disappearing",0
"17018","disappears",0
"17019","disbelief",0
"17020","discarded",0
"17021","discern",0
"17022","discerning",0
"17023","disciple",0
"17024","disciples",0
"17025","discipleship",0
"17026","disciplines",0
"17027","disclaimer",0
"17028","disconnect",0
"17029","disconnected",0
"17030","discontent",0
"17031","discoveries",0
"17032","discovers",0
"17033","discs",0
"17034","discusses",0
"17035","disdain",0
"17036","disgrace",0
"17037","disguised",0
"17038","disgust",0
"17039","dishonest",0
"17040","dishwasher",0
"17041","disk",0
"17042","disliked",0
"17043","dismay",0
"17044","disobedience",0
"17045","disparate",0
"17046","disposable",0
"17047","disposition",0
"17048","dissent",0
"17049","dissolve",0
"17050","dissolved",0
"17051","distances",0
"17052","distinctly",0
"17053","distinguish",0
"17054","distorted",0
"17055","distortion",0
"17056","distract",0
"17057","distraught",0
"17058","distressing",0
"17059","distributing",0
"17060","distributor",0
"17061","disturb",0
"17062","disturbed",0
"17063","div",0
"17064","divas",0
"17065","divergent",0
"17066","diversion",0
"17067","divides",0
"17068","dividing",0
"17069","divinity",0
"17070","dix",0
"17071","doable",0
"17072","doctrine",0
"17073","doctrines",0
"17074","documentaries",0
"17075","documenting",0
"17076","dodgy",0
"17077","doily",0
"17078","dominion",0
"17079","doodles",0
"17080","doorstep",0
"17081","doorway",0
"17082","dora",0
"17083","doris",0
"17084","dormant",0
"17085","dotted",0
"17086","doubted",0
"17087","doubting",0
"17088","doubtless",0
"17089","dracula",0
"17090","draining",0
"17091","dramas",0
"17092","draped",0
"17093","draught",0
"17094","drawers",0
"17095","dreaded",0
"17096","dreadful",0
"17097","dreamy",0
"17098","dreary",0
"17099","drenched",0
"17100","dresser",0
"17101","dries",0
"17102","drift",0
"17103","drifted",0
"17104","drifting",0
"17105","drinkable",0
"17106","drinker",0
"17107","drinkers",0
"17108","drip",0
"17109","dripping",0
"17110","drones",0
"17111","drool",0
"17112","drumming",0
"17113","drying",0
"17114","dsp",0
"17115","duane",0
"17116","dubious",0
"17117","duly",0
"17118","dumplings",0
"17119","dungeon",0
"17120","duplicate",0
"17121","dusk",0
"17122","dusted",0
"17123","dusting",0
"17124","dwarf",0
"17125","dwelling",0
"17126","dxi",0
"17127","dynasty",0
"17128","dystopian",0
"17129","eagerly",0
"17130","earthly",0
"17131","earths",0
"17132","easel",0
"17133","eater",0
"17134","eaters",0
"17135","eccentric",0
"17136","echoes",0
"17137","echoing",0
"17138","eco",0
"17139","ecological",0
"17140","ecology",0
"17141","economical",0
"17142","ecosystem",0
"17143","ecstasy",0
"17144","edging",0
"17145","edgy",0
"17146","edinburgh",0
"17147","edl",0
"17148","eerie",0
"17149","eerily",0
"17150","effected",0
"17151","effortless",0
"17152","effortlessly",0
"17153","eiffel",0
"17154","eighteen",0
"17155","eighties",0
"17156","eighty",0
"17157","elastic",0
"17158","elbows",0
"17159","elders",0
"17160","eldest",0
"17161","elemental",0
"17162","eleventh",0
"17163","elisabeth",0
"17164","elites",0
"17165","ella",0
"17166","ellie",0
"17167","elliptical",0
"17168","eloquent",0
"17169","elves",0
"17170","embark",0
"17171","embarked",0
"17172","embellish",0
"17173","embellished",0
"17174","embellishment",0
"17175","embellishments",0
"17176","embodied",0
"17177","embodiment",0
"17178","embossed",0
"17179","embossing",0
"17180","embraces",0
"17181","embroidered",0
"17182","embroidery",0
"17183","emergence",0
"17184","eminent",0
"17185","empathy",0
"17186","emperor",0
"17187","empires",0
"17188","empirical",0
"17189","employing",0
"17190","empowerment",0
"17191","emptied",0
"17192","emptiness",0
"17193","emulate",0
"17194","enchanted",0
"17195","enchanting",0
"17196","enclosed",0
"17197","encyclopedia",0
"17198","endearing",0
"17199","endeavour",0
"17200","endings",0
"17201","endlessly",0
"17202","endurance",0
"17203","energies",0
"17204","engages",0
"17205","englands",0
"17206","enigmatic",0
"17207","enjoyment",0
"17208","enlarge",0
"17209","enlarged",0
"17210","enlightened",0
"17211","enlightening",0
"17212","enlightenment",0
"17213","enrich",0
"17214","enslaved",0
"17215","ensued",0
"17216","ensured",0
"17217","ensures",0
"17218","entails",0
"17219","enthralled",0
"17220","enthusiast",0
"17221","enthusiastically",0
"17222","entice",0
"17223","enticing",0
"17224","entirety",0
"17225","entrusted",0
"17226","envelopes",0
"17227","environments",0
"17228","ephesians",0
"17229","epidural",0
"17230","epiphany",0
"17231","epitome",0
"17232","ereader",0
"17233","erected",0
"17234","ernest",0
"17235","erosion",0
"17236","erotic",0
"17237","escapes",0
"17238","escaping",0
"17239","escort",0
"17240","esoteric",0
"17241","essentials",0
"17242","establishments",0
"17243","esther",0
"17244","etched",0
"17245","eternally",0
"17246","ethiopia",0
"17247","ethnicity",0
"17248","eucharist",0
"17249","europeans",0
"17250","evelyn",0
"17251","everlasting",0
"17252","evidenced",0
"17253","evils",0
"17254","evocative",0
"17255","evoke",0
"17256","evolutionary",0
"17257","exaggerated",0
"17258","exaggeration",0
"17259","examines",0
"17260","exceedingly",0
"17261","excerpt",0
"17262","excerpts",0
"17263","exchanging",0
"17264","excitedly",0
"17265","exclaimed",0
"17266","exclude",0
"17267","exclusion",0
"17268","excruciating",0
"17269","excursion",0
"17270","exercised",0
"17271","exhaust",0
"17272","exhaustion",0
"17273","exhibited",0
"17274","exhilarating",0
"17275","exile",0
"17276","exiled",0
"17277","existential",0
"17278","exodus",0
"17279","expat",0
"17280","expedition",0
"17281","expelled",0
"17282","expenditure",0
"17283","experimentation",0
"17284","experimenting",0
"17285","explanations",0
"17286","exploding",0
"17287","exploitation",0
"17288","exploited",0
"17289","exploiting",0
"17290","exploits",0
"17291","explosions",0
"17292","exposes",0
"17293","exposition",0
"17294","expresses",0
"17295","expressive",0
"17296","exquisite",0
"17297","extensively",0
"17298","extinct",0
"17299","extinction",0
"17300","extracts",0
"17301","extraordinarily",0
"17302","extravagant",0
"17303","extremes",0
"17304","extremist",0
"17305","extremists",0
"17306","eyeballs",0
"17307","eyebrow",0
"17308","eyelashes",0
"17309","eyeliner",0
"17310","eyeshadow",0
"17311","facade",0
"17312","facetoface",0
"17313","facets",0
"17314","facilitate",0
"17315","faction",0
"17316","factions",0
"17317","factual",0
"17318","fades",0
"17319","fading",0
"17320","fairies",0
"17321","fairytale",0
"17322","faithfully",0
"17323","faithfulness",0
"17324","familiarity",0
"17325","famine",0
"17326","fanatic",0
"17327","fantasies",0
"17328","fantastical",0
"17329","farmhouse",0
"17330","fascism",0
"17331","fascist",0
"17332","fasting",0
"17333","fateful",0
"17334","fathom",0
"17335","faucet",0
"17336","faults",0
"17337","faulty",0
"17338","favour",0
"17339","favourites",0
"17340","favours",0
"17341","fax",0
"17342","fearful",0
"17343","feasible",0
"17344","feisty",0
"17345","feminine",0
"17346","femininity",0
"17347","feminism",0
"17348","feminists",0
"17349","fend",0
"17350","feral",0
"17351","fermentation",0
"17352","fermented",0
"17353","ferrari",0
"17354","fertile",0
"17355","feta",0
"17356","fetal",0
"17357","fetch",0
"17358","fetish",0
"17359","fiance",0
"17360","fiasco",0
"17361","fibre",0
"17362","fiddle",0
"17363","fidelity",0
"17364","fiercely",0
"17365","fig",0
"17366","figs",0
"17367","filipino",0
"17368","filipinos",0
"17369","filler",0
"17370","fillets",0
"17371","filmmaking",0
"17372","filtered",0
"17373","finer",0
"17374","fingernails",0
"17375","fingertips",0
"17376","finn",0
"17377","fiona",0
"17378","firstborn",0
"17379","firstly",0
"17380","fishy",0
"17381","fists",0
"17382","fitted",0
"17383","flaming",0
"17384","flannel",0
"17385","flap",0
"17386","flare",0
"17387","flares",0
